Import data
Number of fabs after import 4927
Filter data
N fabs before filter: 4927, n fabs after filter: 4691
N fabs before filter: 46, n fabs after filter: 46
N fabs before filter: 4691, n fabs after filter: 4344
N fabs before filter: 46, n fabs after filter: 46
N fabs before filter: 4344, n fabs after filter: 4277
Format data
Preparing model inputs ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 100% 0:00:00
Preparing model outputs ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 100% 0:00:00
Preparing model inputs ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 100% 0:00:00
Preparing model outputs ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 100% 0:00:00
Size train/val set:  4277 , size test set: 46
Prepare dataloaders
Size train set: 4177, val set: 100, test set: 46
Start training
 Train |  Val 
579.06 |   2.38
  1.98 |   1.80
  1.78 |   1.73
 26.76 |  68.13
  7.72 |   8.29
  1.88 |   1.87
  2.14 |   1.70
  1.66 |   1.58
  1.58 |   1.52
  1.57 |   1.50
  1.55 |   1.51
  1.54 |   1.47
  1.53 |   1.48
  1.51 |   1.48
  1.51 |   1.50
  1.50 |   1.47
  1.49 |   1.48
  1.49 |   1.54
  1.49 |   1.49
  1.48 |   1.42
  1.48 |   1.49
  1.48 |   1.41
  1.47 |   1.46
  1.47 |   1.41
  1.46 |   1.42
  1.46 |   1.41
  1.46 |   1.42
  1.45 |   1.40
  1.45 |   1.49
  1.45 |   1.44
  1.45 |   1.40
  1.45 |   1.49
  1.45 |   1.40
  1.45 |   1.45
  1.44 |   1.41
  1.44 |   1.39
  1.44 |   1.41
  1.45 |   1.39
  1.44 |   1.38
  1.44 |   1.47
  1.44 |   1.40
  1.44 |   1.41
  1.44 |   1.39
  1.44 |   1.38
  1.44 |   1.39
  1.43 |   1.38
  1.43 |   1.38
  1.43 |   1.37
  1.43 |   1.43
  1.43 |   1.38
  1.43 |   1.41
  1.43 |   1.37
  1.43 |   1.50
  1.43 |   1.42
  1.43 |   1.39
  1.43 |   1.39
  1.43 |   1.42
  1.43 |   1.38
  1.43 |   1.41
  1.43 |   1.38
  1.43 |   1.38
  1.43 |   1.40
  1.43 |   1.40
  1.43 |   1.37
  1.43 |   1.39
  1.43 |   1.40
  1.43 |   1.39
  1.43 |   1.38
  1.42 |   1.40
  1.43 |   1.40
  1.42 |   1.36
  1.43 |   1.40
  1.43 |   1.42
  1.42 |   1.42
  1.43 |   1.44
  1.43 |   1.41
  1.42 |   1.40
  1.43 |   1.38
  1.42 |   1.37
  1.42 |   1.35
  1.42 |   1.39
  1.43 |   1.40
  1.43 |   1.38
  1.42 |   1.39
  1.42 |   1.52
  1.43 |   1.40
  1.42 |   1.38
  1.42 |   1.38
  1.42 |   1.39
  1.42 |   1.45
  1.42 |   1.42
  1.42 |   1.38
  1.42 |   1.37
  1.43 |   1.43
  1.42 |   1.39
  1.42 |   1.39
  1.42 |   1.39
  1.43 |   1.39
  1.42 |   1.42
  1.42 |   1.38
  1.42 |   1.41
  1.43 |   1.38
  1.42 |   1.37
  1.42 |   1.45
  1.42 |   1.36
  1.42 |   1.44
  1.42 |   1.43
  1.42 |   1.37
  1.42 |   1.37
  1.42 |   1.43
  1.42 |   1.38
  1.42 |   1.36
  1.42 |   1.36
  1.42 |   1.36
  1.41 |   1.39
  1.42 |   1.36
  1.42 |   1.37
  1.42 |   1.36
  1.41 |   1.38
  1.42 |   1.39
  1.42 |   1.38
  1.42 |   1.43
  1.42 |   1.36
  1.42 |   1.37
  1.41 |   1.37
  1.41 |   1.42
  1.41 |   1.40
  1.42 |   1.39
  1.41 |   1.39
  1.42 |   1.43
  1.41 |   1.37
  1.41 |   1.34
  1.41 |   1.39
  1.41 |   1.38
  1.42 |   1.36
  1.42 |   1.40
  1.41 |   1.43
  1.41 |   1.36
  1.41 |   1.38
  1.41 |   1.37
  1.41 |   1.39
  1.42 |   1.39
  1.42 |   1.38
  1.42 |   1.38
  1.41 |   1.36
  1.41 |   1.39
  1.41 |   1.39
  1.41 |   1.36
  1.41 |   1.40
  1.41 |   1.38
  1.41 |   1.38
  1.41 |   1.40
  1.41 |   1.36
  1.41 |   1.39
  1.41 |   1.35
  1.42 |   1.37
  1.41 |   1.37
  1.41 |   1.40
  1.41 |   1.38
  1.42 |   1.39
  1.41 |   1.41
  1.41 |   1.40
  1.41 |   1.37
  1.41 |   1.37
  1.41 |   1.36
  1.41 |   1.39
  1.41 |   1.42
  1.41 |   1.41
  1.41 |   1.34
  1.41 |   1.36
  1.41 |   1.36
  1.41 |   1.38
